example_id                                                             | status | run_time        |
./spec/controllers/pets_controller_spec.rb[1:3:1:3:1]                  | passed | 0.00664 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:1:4:1]                  | passed | 0.00763 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:2:1]                    | passed | 0.00658 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:2:2]                    | passed | 0.00574 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:3]                      | passed | 0.00722 seconds |
./spec/controllers/pets_controller_spec.rb[1:4:1]                      | passed | 0.0062 seconds  |
./spec/controllers/pets_controller_spec.rb[1:4:2]                      | passed | 0.00594 seconds |
./spec/controllers/pets_controller_spec.rb[1:4:3]                      | passed | 0.00818 seconds |
./spec/controllers/pets_controller_spec.rb[1:4:4:1]                    | passed | 0.00634 seconds |
./spec/controllers/pets_controller_spec.rb[1:5:1:1]                    | passed | 0.01049 seconds |
./spec/controllers/pets_controller_spec.rb[1:5:1:2]                    | passed | 0.00881 seconds |
./spec/controllers/pets_controller_spec.rb[1:5:2:1]                    | passed | 0.01432 seconds |
./spec/controllers/pets_controller_spec.rb[1:5:2:2]                    | passed | 0.00864 seconds |
./spec/controllers/pets_controller_spec.rb[1:5:3]                      | passed | 0.00888 seconds |
./spec/controllers/pets_controller_spec.rb[1:6:1]                      | passed | 0.0084 seconds  |
./spec/controllers/pets_controller_spec.rb[1:6:2]                      | passed | 0.00769 seconds |
./spec/controllers/pets_controller_spec.rb[1:6:3]                      | passed | 0.00776 seconds |
./spec/controllers/pets_controller_spec.rb[1:7:1:1]                    | passed | 0.00722 seconds |
./spec/controllers/pets_controller_spec.rb[1:7:1:2]                    | passed | 0.0053 seconds  |
./spec/controllers/pets_controller_spec.rb[1:7:2:1]                    | passed | 0.00462 seconds |
./spec/controllers/sessions_controller_spec.rb[1:1:1:1]                | passed | 0.00935 seconds |
./spec/controllers/sessions_controller_spec.rb[1:1:2:1]                | passed | 0.00385 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:1:1]                | passed | 0.00438 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:2:1]                | passed | 0.00474 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:2:2]                | passed | 0.00872 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:3:1]                | passed | 0.00507 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:4:1]                | passed | 0.0014 seconds  |
./spec/controllers/sessions_controller_spec.rb[1:2:5:1]                | passed | 0.0039 seconds  |
./spec/controllers/sessions_controller_spec.rb[1:2:6:1]                | passed | 0.00457 seconds |
./spec/controllers/sessions_controller_spec.rb[1:2:7:1]                | passed | 0.00473 seconds |
./spec/controllers/sessions_controller_spec.rb[1:3:1]                  | passed | 0.00421 seconds |
./spec/controllers/sessions_controller_spec.rb[1:4:1]                  | passed | 0.12125 seconds |
./spec/controllers/settings_controller_spec.rb[1:1:1]                  | passed | 0.00527 seconds |
./spec/controllers/settings_controller_spec.rb[1:1:2]                  | passed | 0.00656 seconds |
./spec/controllers/settings_controller_spec.rb[1:2:1]                  | passed | 0.00604 seconds |
./spec/controllers/settings_controller_spec.rb[1:2:2]                  | passed | 0.00497 seconds |
./spec/controllers/settings_controller_spec.rb[1:3:1]                  | passed | 0.00509 seconds |
./spec/controllers/settings_controller_spec.rb[1:3:2]                  | passed | 0.00531 seconds |
./spec/controllers/settings_controller_spec.rb[1:3:3]                  | passed | 0.00556 seconds |
./spec/controllers/settings_controller_spec.rb[1:3:4]                  | passed | 0.00484 seconds |
./spec/controllers/settings_controller_spec.rb[1:3:5]                  | passed | 0.006 seconds   |
./spec/controllers/settings_controller_spec.rb[1:3:6]                  | passed | 0.00727 seconds |
./spec/controllers/settings_controller_spec.rb[1:4:1]                  | passed | 0.0051 seconds  |
./spec/controllers/settings_controller_spec.rb[1:4:2]                  | passed | 0.00526 seconds |
./spec/controllers/settings_controller_spec.rb[1:5:1]                  | passed | 0.00501 seconds |
./spec/controllers/settings_controller_spec.rb[1:5:2]                  | passed | 0.00496 seconds |
./spec/controllers/settings_controller_spec.rb[1:6:1]                  | passed | 0.00528 seconds |
./spec/controllers/shop_controller_spec.rb[1:1:1]                      | passed | 0.00484 seconds |
./spec/controllers/shop_controller_spec.rb[1:1:2]                      | passed | 0.00512 seconds |
./spec/controllers/shop_controller_spec.rb[1:2:1]                      | passed | 0.006 seconds   |
./spec/controllers/shop_controller_spec.rb[1:2:2]                      | passed | 0.00585 seconds |
./spec/controllers/shop_controller_spec.rb[1:2:3]                      | passed | 0.00488 seconds |
./spec/controllers/shop_controller_spec.rb[1:3:1]                      | passed | 0.0059 seconds  |
./spec/controllers/shop_controller_spec.rb[1:3:2]                      | passed | 0.0252 seconds  |
./spec/controllers/shop_controller_spec.rb[1:3:3]                      | passed | 0.00592 seconds |
./spec/controllers/shop_controller_spec.rb[1:4:1:1]                    | passed | 0.00981 seconds |
./spec/controllers/shop_controller_spec.rb[1:4:1:2]                    | passed | 0.00792 seconds |
./spec/controllers/shop_controller_spec.rb[1:4:1:3]                    | passed | 0.00677 seconds |
./spec/controllers/shop_controller_spec.rb[1:4:2:1]                    | passed | 0.0086 seconds  |
./spec/controllers/shop_controller_spec.rb[1:4:3]                      | passed | 0.00548 seconds |
./spec/controllers/shop_controller_spec.rb[1:5:1]                      | passed | 0.01013 seconds |
./spec/controllers/shop_controller_spec.rb[1:5:2]                      | passed | 0.02367 seconds |
./spec/controllers/shop_controller_spec.rb[1:5:3]                      | passed | 0.00858 seconds |
./spec/controllers/shop_controller_spec.rb[1:6:1:1]                    | passed | 0.00499 seconds |
./spec/controllers/shop_controller_spec.rb[1:6:1:2]                    | passed | 0.00492 seconds |
./spec/controllers/shop_controller_spec.rb[1:6:1:3]                    | passed | 0.00505 seconds |
./spec/controllers/shop_controller_spec.rb[1:6:2:1]                    | passed | 0.00456 seconds |
./spec/controllers/shop_controller_spec.rb[1:6:2:2]                    | passed | 0.00512 seconds |
./spec/controllers/shop_controller_spec.rb[1:7:1]                      | passed | 0.00664 seconds |
./spec/controllers/shop_controller_spec.rb[1:7:2]                      | passed | 0.00719 seconds |
./spec/controllers/shop_controller_spec.rb[1:7:3:1]                    | passed | 0.00698 seconds |
